lei_id,chunk_id,dispositivo,tipo,alvo,trecho_prova
decreto-saopaulo-57443-2016,decreto-saopaulo-57443-2016::027-art-25,Art. 25,vigencia_de,Art. 13,"igos 11, 12, 13 e 14; 2. Decreto nº 63.567/2024 - Altera os artigos 13 e 20. 3. Decreto nº 64.628/2025 - Altera o artigo"
decreto-saopaulo-57443-2016,decreto-saopaulo-57443-2016::027-art-25,Art. 25,vigencia_de,Art. 20,ra os artigos 13 e 20. 3. Decreto nº 64.628/2025 - Altera o artigo 20.  Correlações  LEI Nº 15.948 DE 26 DE DEZEMBRO DE 
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::001-preambulo,Preâmbulo,remissao_externa,"Lei 16050, Art. 124"," casos em que não há doação do imóvel cedente, prevista nos artigos 124 e 125 da Lei nº 16.050, de 31 de julho de 2014 -"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::002-art-1o,Art. 1º,remissao_externa,"Lei 16050, Art. 124"," casos em que não há doação do imóvel cedente, prevista nos artigos 124 e 125 da Lei nº 16.050, de 31 de julho de 2014 -"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::005-art-4o,Art. 4º,remissao_interna,Art. 125,"cumentação Equipe de Documentação do Legislativo  termos do artigo 125 do PDE, conforme modelos especificados nos Anexos"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::005-art-4o,Art. 4º,remissao_interna,Art. 128,"construtivo para o imóvel receptor, calculado nos termos do artigo 128 do PDE, conforme modelos especificados nos Anexos"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::005-art-4o,Art. 4º,remissao_interna,Art. 132,"Certidão de Potencial Construtivo Transferido, constante no artigo 132 do PDE, e Certidão de Transferência de Potencial "
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::005-art-4o,Art. 4º,remissao_interna,Art. 123,"ransferência de Potencial Construtivo, constante no § 3º do artigo 123 do PDE, ambas se referindo ao mesmo documento esp"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::008-art-7o,Art. 7º,remissao_interna,Art. 6,Art. 7º O descumprimento do prazo previsto no § 2º do artigo 6º deste decreto implicará na anulação das 3 (três) vias da
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::008-art-7o,Art. 7º,remissao_interna,Art. 5,derá encaminhar novo pedido ao DEUSO na forma prevista pelo artigo 5º deste decreto.  CAPÍTULO III  DO PROCEDIMENTO DE E
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::010-art-9o,Art. 9º,remissao_externa,"Lei 16402, Art. 24","Art. 9º Em atendimento ao disposto no § 5º do artigo 24 da Lei nº 16.402, de 2016, serão adotadas as seguintes medid"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::010-art-9o,Art. 9º,remissao_interna,Art. 8,cação do Despacho Saneador referido no inciso II do § 1º do artigo 8º deste decreto;  II - serão identificados os respec
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::010-art-9o,Art. 9º,remissao_interna,Art. 10,ferido (em metros quadrados) recebido pelo imóvel receptor. Art. 10. Verificado que o valor do potencial construtivo tra
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::010-art-9o,Art. 9º,remissao_interna,Art. 12,"e 2016, o pedido será deferido, prosseguindo-se na forma do artigo 12 deste decreto.  Câmara Municipal de São Paulo Decr"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::011-art-11,Art. 11,remissao_externa,"Lei 16402, Art. 24","vel solicitado supere o valor apurado nos termos do § 5º do artigo 24 da Lei nº 16.402, de 2016, DEUSO comunicará o inte"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::011-art-11,Art. 11,remissao_interna,Art. 12,"onível, o pedido será deferido, prosseguindo-se na forma do artigo 12 deste decreto.  § 2º No caso de o interessado não "
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::013-art-13,Art. 13,remissao_interna,Art. 12,Art. 13. O descumprimento do prazo previsto no § 2º do artigo 12 deste decreto implicará na anulação das 3 (três) vias d
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::013-art-13,Art. 13,remissao_interna,Art. 8,"do poderá encaminhar nova solicitação ao DEUSO, na forma do artigo 8º deste decreto."
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::014-art-14,Art. 14,remissao_interna,Art. 6,"rência do imóvel cedente, respeitado o rito estabelecido no artigo 6º deste decreto.  § 1º O potencial construtivo reman"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::014-art-14,Art. 14,remissao_interna,Art. 12,"anescente deverá constar da comunicação prevista no § 1º do artigo 12 deste decreto, bem como das averbações a que se re"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::015-art-15,Art. 15,remissao_interna,Art. 14,"onstrutivo para aproveitamento do saldo apurado na forma do artigo 14 deste decreto dependerá da exibição, pelo interess"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::016-art-16,Art. 16,remissao_interna,Art. 128,"Potencial Construtivo, DEUSO aplicará a fórmula prevista no artigo 128 do PDE tomando por base os dados constantes da De"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::016-art-16,Art. 16,remissao_externa,"Lei 16402, Art. 17","nstrutivo Passível de Transferência originalmente expedida. Art. 17. Para fins do § 5º do artigo 24 da Lei nº 16.402, de"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::016-art-16,Art. 16,remissao_externa,"Lei 16402, Art. 24","ência originalmente expedida. Art. 17. Para fins do § 5º do artigo 24 da Lei nº 16.402, de 2016, a Declaração de Saldo d"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::016-art-16,Art. 16,remissao_interna,Art. 9,", não estando, portanto, sujeita à aplicação do previsto no artigo 9º deste decreto."
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::019-art-20,Art. 20,remissao_externa,"Lei 16402, Art. 25","Art. 20. A disposição contida no artigo 25 da Lei nº 16.402, de 2016, relativa às reformas com ampliaçã"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::019-art-20,Art. 20,remissao_interna,Art. 14,"ível de Transferência, nos termos do que descreve o § 2º do artigo 14 deste decreto, respeitando o rito estabelecido no "
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::019-art-20,Art. 20,remissao_interna,Art. 6,"go 14 deste decreto, respeitando o rito estabelecido no seu artigo 6º."
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::020-art-21,Art. 21,remissao_interna,Art. 128," 31 de julho de 2014, será aplicada a fórmula prevista pelo artigo 128 do PDE, devendo ser adotado o Quadro 14 do citado"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 16050, Art. 122","Desenvolvimento Urbano – SMDU, nos termos do que dispõem os artigos 122 a 133 da Lei nº 16.050, de 31 de julho de 2014, "
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,vigencia_de,Art. 61,"Preservação Cultural) nos termos da Lei nº 16.050, de 2014, artigos 61 a 68, classificado no subgrupo (BIR – Bens Imóvei"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,vigencia_de,Art. 63," no subgrupo (BIR – Bens Imóveis Representativos (inciso I, Artigo 63) ou APC – Área de Proteção Cultural (inciso IV, Ar"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 16050, Art. 128","cial construtivo, total ou parcialmente, deverá observar os artigos 128, 129, 130, 131 e 132 da Lei nº 16.050, de 2014, "
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 16402, Art. 24","8, 129, 130, 131 e 132 da Lei nº 16.050, de 2014, o § 5º do artigo 24 da Lei nº 16.402, de 2016, e demais disposições le"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 16402, Art. 96","ategoria: Residencial Não residencial - Subcategoria: (vide artigos 96 e sequintes da Lei n° 16.402, de 22 de março de 2"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 15764, Art. 185"," Desenvolvimento Urbano – SMDU, nos termos do inciso XII do artigo 185 da Lei nº  15.764, de 27 de maio de 2013, para os"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Decreto 57536, Art. 8","aio de 2013, para os fins previstos no inciso II do § 1º do artigo 8º  do Decreto nº 57.536 , de 15 de dezembro de 2016,"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,vigencia_de,Art. 8," casos  em que não há a doação do imóvel, com fundamento no artigo 8º do referido decreto,  cujas normas dispõem sobre o"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 16050, Art. 123","  da Transferência do Direito de Construir instituída pelos artigos 123 e seguintes da Lei  nº 16.050, de 31 de julho de"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 13430, Art. 219"," do imóvel  cedente), calculados nos termos (do inciso I do artigo 219 da Lei n°13.430, de 22 de setembro de  2002, ou d"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 16050, Art. 125","tigo 219 da Lei n°13.430, de 22 de setembro de  2002, ou do artigo 125 da Lei n° 16.050, de 2014), dispondo ainda o imóv"
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Decreto 57536, Art. 3","el(is) receptor(es), nos termos do que dispõe o inciso I do artigo 3° do  Decreto nº 57.536, de 15 de dezembro de 2016. "
decreto-saopaulo-57536-2016,decreto-saopaulo-57536-2016::024-art-25,Art. 25,remissao_externa,"Lei 16050, Art. 21"," do protocolo do processo ou 1° de agosto de 2014, conforme artigo 21 do Decreto N ° XXX de xx de xxxxx de 2016), confor"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::001-preambulo,Preâmbulo,remissao_externa,"Lei 16050, Art. 123","o Direito de Construir com Doação de Imóvel, nos termos dos artigos 123, 126, 127, 128, 130 e 131 da Lei nº 16.050, de 3"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::002-art-1o,Art. 1º,remissao_externa,"Lei 16050, Art. 123","sferência do Direito de Construir, autorizada nos termos do artigo 123 da Lei nº 16.050, de 31 de julho de 2014 – Plano "
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::002-art-1o,Art. 1º,remissao_interna,Art. 126,"o amigável para viabilizar uma das finalidades previstas no artigo 126 da mesma lei, fica regulamentada nos termos das d"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::003-art-2o,Art. 2º,remissao_interna,Art. 126,a de doação de imóvel para uma das finalidades previstas no artigo 126 do PDE constitui etapa preparatória e condicionan
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::004-art-3o,Art. 3º,remissao_interna,Art. 6,"ssão de Bens Imóveis por Doação, dada a isenção prevista no artigo 6º da Lei Estadual nº 10.705, de 28 de dezembro de 20"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::005-art-4o,Art. 4º,remissao_interna,Art. 126,ndicado está apto a enquadrar-se nas hipóteses previstas no artigo 126 do PDE.  § 4º Constatada a irregularidade da prop
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::006-art-5o,Art. 5º,remissao_interna,Art. 4,"ão favorável ao recebimento do imóvel nos termos do § 5º do artigo 4º deste decreto, a Secretaria Municipal de Urbanismo"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::009-art-8o,Art. 8º,remissao_interna,Art. 7,"rt. 8º Verificada a regularidade da documentação exigida no artigo 7º deste decreto, a CGPATRI promoverá a análise, inst"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::011-art-10,Art. 10,remissao_interna,Art. 15,"strutivo Passível de Transferência, observado o disposto no artigo 15 e seguintes deste decreto.  Seção II  Dos Procedim"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::012-art-11,Art. 11,remissao_interna,Art. 4," II – com a manifestação preliminar da DEUSO, nos termos do artigo 4º, § 3º, deste decreto, o processo será encaminhado "
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::012-art-11,Art. 11,remissao_interna,Art. 7,"GPATRI para prosseguimento, seguindo-se o rito previsto nos artigos 7º e seguintes deste decreto."
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::014-art-13,Art. 13,remissao_interna,Art. 81,"s públicos ou para alargamento da via conforme previsto nos artigos 81 e 239 do PDE, nos casos em que exista pedido de l"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::016-art-15,Art. 15,remissao_interna,Art. 127," transferência pelo imóvel emissor, calculado nos termos do artigo 127 do PDE, conforme o modelo especificado no Anexo I"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::016-art-15,Art. 15,remissao_interna,Art. 128,"construtivo para o imóvel receptor, calculado nos termos do artigo 128 do PDE, conforme o modelo especificado no Anexo V"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::016-art-15,Art. 15,remissao_interna,Art. 239,"ramento de lotes para atendimento da finalidade prevista no artigo 239 do PDE observará, para o cálculo do potencial con"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::016-art-15,Art. 15,remissao_interna,Art. 81,"a o cálculo do potencial construtivo, a previsão contida no artigo 81 da referida lei.  § 3º Para os fins deste decreto,"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::016-art-15,Art. 15,remissao_interna,Art. 132,"Certidão de Potencial Construtivo Transferido, constante do artigo 132 do PDE, e Certidão de Transferência de Potencial "
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::016-art-15,Art. 15,remissao_interna,Art. 123,"ransferência de Potencial Construtivo, constante do § 3º do artigo 123 da referida lei, ambas se referindo ao mesmo docu"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::018-art-17,Art. 17,remissao_interna,Art. 16,"emitida, em 2 (duas) vias, para os mesmos fins apontados no artigo 16 deste decreto.  § 2º A DEUSO comunicará ao interes"
decreto-saopaulo-58289-2018,decreto-saopaulo-58289-2018::019-art-18,Art. 18,remissao_interna,Art. 16,"de transferência do imóvel cedente, observado o disposto no artigo 16 deste decreto.  § 1º Para fins de aplicação do dis"
dl-57-1966,dl-57-1966::001-preambulo,Preâmbulo,remissao_interna,Art. 31,"ÚBLICA , no uso das atribuições que lhe são conferidas pelo artigo 31, Parágrafo Único, do Ato Institucional nº 2, de 27"
dl-57-1966,dl-57-1966::001-preambulo,Preâmbulo,remissao_interna,Art. 2,"do Ato Institucional nº 2, de 27 de outubro de 1965, e pelo artigo 2º do Ato Complementar nº 23, de 20 de outubro 1996, "
dl-57-1966,dl-57-1966::006-art-5o,Art. 5º,revogado_por,lei 5868/1972,"(Revogado pela lei nº 5.868, de 1972"
dl-57-1966,dl-57-1966::006-art-5o,Art. 5º,remissao_externa,"Lei 4504, Art. 118","da nova taxa acrescida das despesas de verificação conforme art. 118 da Lei nº 4.504, de 30 de novembro de 1964.        "
dl-57-1966,dl-57-1966::007-art-6o,Art. 6º,remissao_externa,"Lei 4504, Art. 66","Art 6º As isenções concedidas pelo art. 66 da Lei nº 4.504, de 30 de novembro de 1964, não se referem a"
dl-57-1966,dl-57-1966::008-art-7o,Art. 7º,revogado_por,Lei 5868/1972,"(Revogado pela Lei nº 5.868, de 1972"
dl-57-1966,dl-57-1966::008-art-7o,Art. 7º,remissao_externa,"Lei 4504, Art. 50","Art 7º O parágrafo 8º do artigo 50 da Lei nº 4.504, de 30 de novembro de 1964, passa a vigorar "
dl-57-1966,dl-57-1966::008-art-7o,Art. 7º,remissao_externa,"Lei 4771, Art. 2","florestas ou matas de preservação permanente, definidas nos arts. 2º e 3º da Lei 4.771, de 15 de setembro de 1965, não p"
dl-57-1966,dl-57-1966::011-art-10,Art. 10,remissao_externa,"Lei 4504, Art. 48","gramação das emissões na forma estabelecida no inciso IV do artigo 48 da Lei 4.504, de 30 de novembro de 1964, o período"
dl-57-1966,dl-57-1966::012-art-11,Art. 11,revogado_por,lei 5868/1972,"(Revogado pela lei nº 5.868, de 1972"
dl-57-1966,dl-57-1966::012-art-11,Art. 11,redacao_dada_por,Lei 5672/1971,"(Redação dada pela Lei nº 5.672, de 1971"
dl-57-1966,dl-57-1966::012-art-11,Art. 11,remissao_externa,"Lei 4504, Art. 65","11. Para fins de transmissão a qualquer título, na forma do artigo 65 da Lei 4.504, de 30 de novembro de 1964, nenhum im"
dl-57-1966,dl-57-1966::012-art-11,Art. 11,remissao_externa,"Lei 4947, Art. 10"," módulo, nem aos casos previstos na nova redação do § 2º do art. 10 da Lei nº 4.947, de 6 de abril de 1966.         (Red"
dl-57-1966,dl-57-1966::014-art-13,Art. 13,remissao_externa,"Lei 4504, Art. 50","nalmente aproveitadas, para os fins de aplicação do § 7º do art. 50 da Lei 4.504, de 30 de novembro de 1964, quando sati"
dl-57-1966,dl-57-1966::014-art-13,Art. 13,remissao_externa,"Lei 4728, Art. 59","as como emprêsas de capital aberto, na forma do disposto no art. 59 da Lei 4.728 de 14 de julho de 1965."
dl-57-1966,dl-57-1966::015-art-14,Art. 14,revogado_por,lei 5868/1972,"(Revogado pela lei nº 5.868, de 1972"
dl-57-1966,dl-57-1966::015-art-14,Art. 14,remissao_externa,"Lei 5172, Art. 29","Art 14. O disposto no art. 29 da Lei 5.172, de 25 de outubro de 1966, não abrange o imóvel"
dl-57-1966,dl-57-1966::015-art-14,Art. 14,remissao_interna,Art. 32,"Propriedade Predial e Territorial Urbana, a que se refere o art. 32 da mesma lei.         (Revogado pela lei nº 5.868, d"
dl-57-1966,dl-57-1966::016-art-15,Art. 15,revogado_por,lei 5868/1972,"(Revogado pela lei nº 5.868, de 1972"
dl-57-1966,dl-57-1966::016-art-15,Art. 15,remissao_externa,"Lei 5172, Art. 32","Art 15. O disposto no art. 32 da Lei nº 5.172, de 25 de outubro de 1966, não abrange o imó"
dl-57-1966,dl-57-1966::017-art-15,Art. 15,remissao_externa,"Lei 5172, Art. 32","Art 15. O disposto no art. 32 da Lei nº 5.172, de 25 de outubro de 1966, não abrange o imó"
dl-57-1966,dl-57-1966::018-art-16,Art. 16,remissao_externa,"Lei 5172, Art. 32"," situadas fora da zona urbana, referidos no parágrafo 2º do art. 32 da Lei 5.172 de 25 de outubro de 1966, só serão perm"
dl-57-1966,dl-57-1966::018-art-16,Art. 16,remissao_externa,"Lei 4504, Art. 61"," de 1966, só serão permitidos quando atendido o disposto no art. 61 da Lei 4.504, de 30 de novembro de 1964."
ec-116-2022,ec-116-2022::001-preambulo,Preâmbulo,remissao_interna,Art. 156,"º 116, DE 17 DE FEVEREIRO DE 2022   	  Acrescenta § 1º-A ao art. 156 da Constituição Federal para prever a não incidênci"
ec-116-2022,ec-116-2022::001-preambulo,Preâmbulo,remissao_interna,Art. 60,"ra dos Deputados e do Senado Federal, nos termos do § 3º do art. 60 da Constituição Federal, promulgam a seguinte Emenda"
